"","party","answer","candidate_id","candidate_name","pct","pollster","state","harris","vote"
"3161","REP","Trump",16651,"Donald Trump",48,"Noble Predictive Insights","",0,"no"
"3162","REP","Trump",16651,"Donald Trump",45,"Noble Predictive Insights","",0,"no"
"3163","REP","Trump",16651,"Donald Trump",42,"Noble Predictive Insights","",0,"no"
"3164","DEM","Harris",16661,"Kamala Harris",43,"Noble Predictive Insights","",1,"no"
"3165","REP","Trump",16651,"Donald Trump",47,"Noble Predictive Insights","",0,"no"
"3166","REP","Trump",16651,"Donald Trump",52,"Torchlight Strategies","Nebraska",0,"yes"
"3167","REP","Trump",16651,"Donald Trump",42,"Torchlight Strategies","Nebraska CD-2",0,"no"
"3168","REP","Trump",16651,"Donald Trump",44,"SoCal Research","Virginia",0,"no"
"3169","DEM","Harris",16661,"Kamala Harris",47,"SoCal Research","Virginia",1,"no"
"3170","REP","Trump",16651,"Donald Trump",47,"SoCal Research","Virginia",0,"no"
"3171","REP","Trump",16651,"Donald Trump",48,"Marist","",0,"no"
"3172","REP","Trump",16651,"Donald Trump",43,"Marist","",0,"no"
"3173","DEM","Harris",16661,"Kamala Harris",50,"Marist","",1,"yes"
"3174","REP","Trump",16651,"Donald Trump",49,"Marist","",0,"no"
"3175","REP","Trump",16651,"Donald Trump",49,"Marist","",0,"no"
"3176","REP","Trump",16651,"Donald Trump",48,"Marist","",0,"no"
"3177","REP","Trump",16651,"Donald Trump",44,"Morning Consult","",0,"no"
"3178","REP","Trump",16651,"Donald Trump",43,"Redfield & Wilton Strategies","Arizona",0,"no"
"3179","REP","Trump",16651,"Donald Trump",45,"Redfield & Wilton Strategies","Florida",0,"no"
"3180","REP","Trump",16651,"Donald Trump",46,"Redfield & Wilton Strategies","Georgia",0,"no"
"3181","REP","Trump",16651,"Donald Trump",42,"Redfield & Wilton Strategies","Michigan",0,"no"
"3182","REP","Trump",16651,"Donald Trump",44,"Redfield & Wilton Strategies","North Carolina",0,"no"
"3183","REP","Trump",16651,"Donald Trump",45,"Redfield & Wilton Strategies","Pennsylvania",0,"no"
"3184","REP","Trump",16651,"Donald Trump",44,"Beacon/Shaw","",0,"no"
"3185","REP","Trump",16651,"Donald Trump",49,"Beacon/Shaw","",0,"no"
"3186","DEM","Harris",16661,"Kamala Harris",48,"Beacon/Shaw","",1,"no"
"3187","REP","Trump",16651,"Donald Trump",49,"Beacon/Shaw","",0,"no"
"3188","REP","Trump",16651,"Donald Trump",49,"Beacon/Shaw","",0,"no"
"3189","REP","Trump",16651,"Donald Trump",48,"Beacon/Shaw","",0,"no"
"3190","REP","Trump",16651,"Donald Trump",46,"North Star Opinion Research","Wisconsin",0,"no"
"3191","REP","Trump",16651,"Donald Trump",38,"North Star Opinion Research","Wisconsin",0,"no"
"3192","DEM","Harris",16661,"Kamala Harris",47,"North Star Opinion Research","Wisconsin",1,"no"
"3193","REP","Trump",16651,"Donald Trump",48,"North Star Opinion Research","Wisconsin",0,"no"
"3194","REP","Trump",16651,"Donald Trump",51.4,"Cygnal","Iowa",0,"yes"
"3195","REP","Trump",16651,"Donald Trump",43,"YouGov","",0,"no"
"3196","DEM","Harris",16661,"Kamala Harris",38,"YouGov","",1,"no"
"3197","REP","Trump",16651,"Donald Trump",42,"YouGov","",0,"no"
"3198","REP","Trump",16651,"Donald Trump",45,"Hart/POS","",0,"no"
"3199","REP","Trump",16651,"Donald Trump",40,"Hart/POS","",0,"no"
"3200","DEM","Harris",16661,"Kamala Harris",45,"Hart/POS","",1,"no"
"3201","REP","Trump",16651,"Donald Trump",47,"Hart/POS","",0,"no"
"3202","REP","Trump",16651,"Donald Trump",44,"Morning Consult","",0,"no"
"3203","REP","Trump",16651,"Donald Trump",46,"Ipsos","",0,"no"
"3204","REP","Trump",16651,"Donald Trump",43,"Ipsos","",0,"no"
"3205","DEM","Harris",16661,"Kamala Harris",49,"Ipsos","",1,"no"
"3206","REP","Trump",16651,"Donald Trump",47,"Ipsos","",0,"no"
"3207","REP","Trump",16651,"Donald Trump",43,"Redfield & Wilton Strategies","",0,"no"
"3208","DEM","Harris",16661,"Kamala Harris",37,"Redfield & Wilton Strategies","",1,"no"
"3209","REP","Trump",16651,"Donald Trump",44,"Redfield & Wilton Strategies","",0,"no"
"3210","REP","Trump",16651,"Donald Trump",50.2,"Emerson","",0,"yes"
"3211","REP","Trump",16651,"Donald Trump",43.7,"Emerson","",0,"no"
"3212","DEM","Harris",16661,"Kamala Harris",42.8,"Emerson","",1,"no"
"3213","REP","Trump",16651,"Donald Trump",49,"Emerson","",0,"no"
"3214","REP","Trump",16651,"Donald Trump",48.3,"Emerson","",0,"no"
"3215","REP","Trump",16651,"Donald Trump",47.8,"Emerson","",0,"no"
"3216","REP","Trump",16651,"Donald Trump",48.9,"Emerson","",0,"no"
"3217","REP","Trump",16651,"Donald Trump",48,"Emerson","",0,"no"
"3218","REP","Trump",16651,"Donald Trump",48.3,"Emerson","",0,"no"
"3219","REP","Trump",16651,"Donald Trump",46.9,"Emerson","",0,"no"
"3220","REP","Trump",16651,"Donald Trump",48.6,"Emerson","",0,"no"
"3221","REP","Trump",16651,"Donald Trump",46.3,"Emerson","",0,"no"
"3222","REP","Trump",16651,"Donald Trump",44,"Morning Consult","",0,"no"
"3223","REP","Trump",16651,"Donald Trump",48,"Echelon Insights","Arizona",0,"no"
"3224","REP","Trump",16651,"Donald Trump",41,"Echelon Insights","Arizona",0,"no"
"3225","REP","Trump",16651,"Donald Trump",49,"Echelon Insights","Georgia",0,"no"
"3226","REP","Trump",16651,"Donald Trump",45,"Echelon Insights","Georgia",0,"no"
"3227","REP","Trump",16651,"Donald Trump",48,"Echelon Insights","Michigan",0,"no"
"3228","REP","Trump",16651,"Donald Trump",43,"Echelon Insights","Michigan",0,"no"
"3229","REP","Trump",16651,"Donald Trump",47,"Echelon Insights","North Carolina",0,"no"
"3230","REP","Trump",16651,"Donald Trump",43,"Echelon Insights","North Carolina",0,"no"
"3231","REP","Trump",16651,"Donald Trump",47,"Echelon Insights","Pennsylvania",0,"no"
"3232","REP","Trump",16651,"Donald Trump",42,"Echelon Insights","Pennsylvania",0,"no"
"3233","REP","Trump",16651,"Donald Trump",47,"Echelon Insights","Wisconsin",0,"no"
"3234","REP","Trump",16651,"Donald Trump",43,"Echelon Insights","Wisconsin",0,"no"
"3235","REP","Trump",16651,"Donald Trump",50,"Echelon Insights","Nevada",0,"yes"
"3236","REP","Trump",16651,"Donald Trump",45,"Echelon Insights","Nevada",0,"no"
"3237","REP","Trump",16651,"Donald Trump",43,"Change Research","",0,"no"
"3238","REP","Trump",16651,"Donald Trump",44,"Morning Consult","",0,"no"
"3239","REP","Trump",16651,"Donald Trump",44,"Pew","",0,"no"
"3240","REP","Trump",16651,"Donald Trump",50,"Pew","",0,"yes"
"3241","REP","Trump",16651,"Donald Trump",41,"Lord Ashcroft Polls","",0,"no"
"3242","REP","Trump",16651,"Donald Trump",38,"Lord Ashcroft Polls","",0,"no"
"3243","REP","Trump",16651,"Donald Trump",42,"Lord Ashcroft Polls","",0,"no"
"3244","REP","Trump",16651,"Donald Trump",39,"Lord Ashcroft Polls","",0,"no"
"3245","REP","Trump",16651,"Donald Trump",44,"Morning Consult","",0,"no"
"3246","REP","Trump",16651,"Donald Trump",43,"Bendixen & Amandi International","",0,"no"
"3247","DEM","Harris",16661,"Kamala Harris",42,"Bendixen & Amandi International","",1,"no"
"3248","REP","Trump",16651,"Donald Trump",41,"Bendixen & Amandi International","",0,"no"
"3249","REP","Trump",16651,"Donald Trump",40,"Bendixen & Amandi International","",0,"no"
"3250","REP","Trump",16651,"Donald Trump",40,"Bendixen & Amandi International","",0,"no"
"3251","REP","Trump",16651,"Donald Trump",41,"Bendixen & Amandi International","",0,"no"
"3252","REP","Trump",16651,"Donald Trump",44,"Morning Consult","",0,"no"
"3253","REP","Trump",16651,"Donald Trump",45,"Morning Consult","Arizona",0,"no"
"3254","REP","Trump",16651,"Donald Trump",48,"Morning Consult","Arizona",0,"no"
"3255","REP","Trump",16651,"Donald Trump",39,"Morning Consult","Michigan",0,"no"
"3256","REP","Trump",16651,"Donald Trump",43,"Morning Consult","Michigan",0,"no"
"3257","REP","Trump",16651,"Donald Trump",39,"Morning Consult","Wisconsin",0,"no"
"3258","REP","Trump",16651,"Donald Trump",44,"Morning Consult","Wisconsin",0,"no"
"3259","REP","Trump",16651,"Donald Trump",44,"Morning Consult","",0,"no"
"3260","REP","Trump",16651,"Donald Trump",44,"Morning Consult","Georgia",0,"no"
"3261","REP","Trump",16651,"Donald Trump",47,"Morning Consult","Georgia",0,"no"
"3262","REP","Trump",16651,"Donald Trump",42,"Morning Consult","North Carolina",0,"no"
"3263","REP","Trump",16651,"Donald Trump",46,"Morning Consult","North Carolina",0,"no"
"3264","REP","Trump",16651,"Donald Trump",45,"Morning Consult","Nevada",0,"no"
"3265","REP","Trump",16651,"Donald Trump",48,"Morning Consult","Nevada",0,"no"
"3266","REP","Trump",16651,"Donald Trump",44,"Morning Consult","Pennsylvania",0,"no"
"3267","REP","Trump",16651,"Donald Trump",51,"Morning Consult","Pennsylvania",0,"yes"
"3268","REP","Trump",16651,"Donald Trump",34,"PureSpectrum","",0,"no"
"3269","REP","Trump",16651,"Donald Trump",43,"J.L. Partners","",0,"no"
"3270","DEM","Harris",16661,"Kamala Harris",38,"J.L. Partners","",1,"no"
"3271","REP","Trump",16651,"Donald Trump",49,"J.L. Partners","",0,"no"
"3272","REP","Trump",16651,"Donald Trump",47,"J.L. Partners","",0,"no"
"3273","REP","Trump",16651,"Donald Trump",44,"Morning Consult","",0,"no"
"3274","REP","Trump",16651,"Donald Trump",41,"Split Ticket/Data for Progress","",0,"no"
"3275","REP","Trump",16651,"Donald Trump",46,"Split Ticket/Data for Progress","",0,"no"
"3276","DEM","Harris",16661,"Kamala Harris",46,"Split Ticket/Data for Progress","",1,"no"
"3277","REP","Trump",16651,"Donald Trump",46,"Split Ticket/Data for Progress","",0,"no"
"3278","REP","Trump",16651,"Donald Trump",39,"Virginia Commonwealth U.","Virginia",0,"no"
"3279","REP","Trump",16651,"Donald Trump",38.6,"Virginia Commonwealth U.","Virginia",0,"no"
"3280","REP","Trump",16651,"Donald Trump",40,"Ipsos","",0,"no"
"3281","REP","Trump",16651,"Donald Trump",39,"Ipsos","",0,"no"
"3282","DEM","Harris",16661,"Kamala Harris",42,"Ipsos","",1,"no"
"3283","REP","Trump",16651,"Donald Trump",43,"Ipsos","",0,"no"
"3284","REP","Trump",16651,"Donald Trump",40,"Ipsos","",0,"no"
"3285","REP","Trump",16651,"Donald Trump",41,"Ipsos","",0,"no"
"3286","REP","Trump",16651,"Donald Trump",40,"Ipsos","",0,"no"
"3287","REP","Trump",16651,"Donald Trump",42,"Ipsos","",0,"no"
"3288","REP","Trump",16651,"Donald Trump",36,"Ipsos","",0,"no"
"3289","DEM","Harris",16661,"Kamala Harris",38,"Ipsos","",1,"no"
"3290","REP","Trump",16651,"Donald Trump",39,"Ipsos","",0,"no"
"3291","REP","Trump",16651,"Donald Trump",35,"Ipsos","",0,"no"
"3292","REP","Trump",16651,"Donald Trump",38,"Ipsos","",0,"no"
"3293","REP","Trump",16651,"Donald Trump",37,"Ipsos","",0,"no"
"3294","REP","Trump",16651,"Donald Trump",38,"Ipsos","",0,"no"
"3295","REP","Trump",16651,"Donald Trump",37,"Ipsos","",0,"no"
"3296","REP","Trump",16651,"Donald Trump",43.5,"Cygnal","",0,"no"
"3297","REP","Trump",16651,"Donald Trump",48.2,"Cygnal","",0,"no"
"3298","REP","Trump",16651,"Donald Trump",42,"YouGov","",0,"no"
"3299","REP","Trump",16651,"Donald Trump",44,"SoCal Research","Wisconsin",0,"no"
"3300","REP","Trump",16651,"Donald Trump",48,"Emerson","Pennsylvania",0,"no"
"3301","REP","Trump",16651,"Donald Trump",47,"Emerson","Georgia",0,"no"
"3302","REP","Trump",16651,"Donald Trump",45,"Emerson","Michigan",0,"no"
"3303","REP","Trump",16651,"Donald Trump",46,"Emerson","Arizona",0,"no"
"3304","REP","Trump",16651,"Donald Trump",47,"Emerson","Wisconsin",0,"no"
"3305","REP","Trump",16651,"Donald Trump",47,"Emerson","Nevada",0,"no"
"3306","REP","Trump",16651,"Donald Trump",44,"Morning Consult","",0,"no"
"3307","REP","Trump",16651,"Donald Trump",48,"Fabrizio/GBAO","",0,"no"
"3308","REP","Trump",16651,"Donald Trump",42,"Fabrizio/GBAO","",0,"no"
"3309","REP","Trump",16651,"Donald Trump",50,"YouGov","",0,"yes"
"3310","REP","Trump",16651,"Donald Trump",44,"YouGov","",0,"no"
"3311","REP","Trump",16651,"Donald Trump",49,"Siena/NYT","",0,"no"
"3312","REP","Trump",16651,"Donald Trump",40,"Siena/NYT","",0,"no"
"3313","REP","Trump",16651,"Donald Trump",49,"Siena/NYT","",0,"no"
"3314","REP","Trump",16651,"Donald Trump",42,"Siena/NYT","",0,"no"
"3315","REP","Trump",16651,"Donald Trump",44,"Fabrizio/Impact","Wisconsin",0,"no"
"3316","REP","Trump",16651,"Donald Trump",50,"Fabrizio/Impact","Wisconsin",0,"yes"
"3317","REP","Trump",16651,"Donald Trump",30,"PPIC","California",0,"no"
"3318","REP","Trump",16651,"Donald Trump",49,"Remington","Arizona",0,"no"
"3319","REP","Trump",16651,"Donald Trump",45,"Remington","Michigan",0,"no"
"3320","REP","Trump",16651,"Donald Trump",56,"Remington","Montana",0,"yes"
"3321","REP","Trump",16651,"Donald Trump",47,"Remington","Nevada",0,"no"
"3322","REP","Trump",16651,"Donald Trump",51,"Remington","Ohio",0,"yes"
"3323","REP","Trump",16651,"Donald Trump",48,"Remington","Pennsylvania",0,"no"
"3324","REP","Trump",16651,"Donald Trump",49,"Remington","Texas",0,"no"
"3325","REP","Trump",16651,"Donald Trump",49,"Remington","Wisconsin",0,"no"
"3326","REP","Trump",16651,"Donald Trump",44,"Morning Consult","",0,"no"
"3327","REP","Trump",16651,"Donald Trump",44,"YouGov","",0,"no"
"3328","REP","Trump",16651,"Donald Trump",45,"YouGov","",0,"no"
"3329","DEM","Harris",16661,"Kamala Harris",45,"YouGov","",1,"no"
"3330","REP","Trump",16651,"Donald Trump",47,"YouGov","",0,"no"
"3331","REP","Trump",16651,"Donald Trump",49,"National Public Affairs","Nevada",0,"no"
"3332","REP","Trump",16651,"Donald Trump",42,"National Public Affairs","Nevada",0,"no"
"3333","REP","Trump",16651,"Donald Trump",49,"University of Houston/Texas Southern University","Texas",0,"no"
"3334","REP","Trump",16651,"Donald Trump",55,"Targoz Market Research","Tennessee",0,"yes"
"3335","REP","Trump",16651,"Donald Trump",58,"Targoz Market Research","Tennessee",0,"yes"
"3336","REP","Trump",16651,"Donald Trump",44,"Florida Atlantic University/Mainstreet Research","",0,"no"
"3337","REP","Trump",16651,"Donald Trump",46,"Florida Atlantic University/Mainstreet Research","",0,"no"
"3338","REP","Trump",16651,"Donald Trump",41,"Florida Atlantic University/Mainstreet Research","",0,"no"
"3339","REP","Trump",16651,"Donald Trump",42,"Florida Atlantic University/Mainstreet Research","",0,"no"
"3340","REP","Trump",16651,"Donald Trump",44,"Morning Consult","",0,"no"
"3341","REP","Trump",16651,"Donald Trump",52,"HarrisX/Harris Poll","",0,"yes"
"3342","REP","Trump",16651,"Donald Trump",46,"HarrisX/Harris Poll","",0,"no"
"3343","REP","Trump",16651,"Donald Trump",43,"HarrisX/Harris Poll","",0,"no"
"3344","REP","Trump",16651,"Donald Trump",41.4,"Suffolk","",0,"no"
"3345","REP","Trump",16651,"Donald Trump",49,"CNN/SSRS","",0,"no"
"3346","REP","Trump",16651,"Donald Trump",41,"CNN/SSRS","",0,"no"
"3347","DEM","Harris",16661,"Kamala Harris",45,"CNN/SSRS","",1,"no"
"3348","REP","Trump",16651,"Donald Trump",47,"CNN/SSRS","",0,"no"
"3349","REP","Trump",16651,"Donald Trump",48,"CNN/SSRS","",0,"no"
"3350","REP","Trump",16651,"Donald Trump",47,"CNN/SSRS","",0,"no"
"3351","REP","Trump",16651,"Donald Trump",47,"CNN/SSRS","",0,"no"
"3352","REP","Trump",16651,"Donald Trump",52,"HarrisX","",0,"yes"
"3353","REP","Trump",16651,"Donald Trump",43,"HarrisX","",0,"no"
"3354","REP","Trump",16651,"Donald Trump",42,"HarrisX","",0,"no"
"3355","DEM","Harris",16661,"Kamala Harris",47,"HarrisX","",1,"no"
"3356","REP","Trump",16651,"Donald Trump",53,"HarrisX","",0,"yes"
"3357","DEM","Harris",16661,"Kamala Harris",40,"HarrisX","",1,"no"
"3358","REP","Trump",16651,"Donald Trump",43,"HarrisX","",0,"no"
"3359","DEM","Harris",16661,"Kamala Harris",38,"HarrisX","",1,"no"
"3360","REP","Trump",16651,"Donald Trump",43,"HarrisX","",0,"no"
"3361","REP","Trump",16651,"Donald Trump",46,"1983 Labs","Pennsylvania",0,"no"
"3362","REP","Trump",16651,"Donald Trump",45,"1983 Labs","Michigan",0,"no"
"3363","REP","Trump",16651,"Donald Trump",48,"1983 Labs","Arizona",0,"no"
"3364","REP","Trump",16651,"Donald Trump",37.3,"Big Village","",0,"no"
"3365","REP","Trump",16651,"Donald Trump",39.3,"Big Village","",0,"no"
"3366","REP","Trump",16651,"Donald Trump",41.6,"Big Village","",0,"no"
"3367","REP","Trump",16651,"Donald Trump",44,"St. Anselm","New Hampshire",0,"no"
"3368","REP","Trump",16651,"Donald Trump",44.3,"Patriot Polling","",0,"no"
"3369","REP","Trump",16651,"Donald Trump",44,"Morning Consult","",0,"no"
"3370","REP","Trump",16651,"Donald Trump",45,"SurveyUSA","",0,"no"
"3371","REP","Trump",16651,"Donald Trump",44,"Morning Consult","",0,"no"
"3372","REP","Trump",16651,"Donald Trump",48,"Data for Progress","",0,"no"
"3373","DEM","Harris",16661,"Kamala Harris",45,"Data for Progress","",1,"no"
"3374","REP","Trump",16651,"Donald Trump",48,"Data for Progress","",0,"no"
"3375","REP","Trump",16651,"Donald Trump",46,"Data for Progress","",0,"no"
"3376","REP","Trump",16651,"Donald Trump",47,"Data for Progress","",0,"no"
"3377","REP","Trump",16651,"Donald Trump",46,"Data for Progress","",0,"no"
"3378","REP","Trump",16651,"Donald Trump",47,"Data for Progress","",0,"no"
"3379","REP","Trump",16651,"Donald Trump",46,"Data for Progress","",0,"no"
"3380","REP","Trump",16651,"Donald Trump",46,"Data for Progress","",0,"no"
"3381","REP","Trump",16651,"Donald Trump",46,"Data for Progress","",0,"no"
"3382","REP","Trump",16651,"Donald Trump",45,"Leger","",0,"no"
"3383","REP","Trump",16651,"Donald Trump",48.3,"Cygnal","Pennsylvania",0,"no"
"3384","REP","Trump",16651,"Donald Trump",42.4,"Cygnal","Pennsylvania",0,"no"
"3385","REP","Trump",16651,"Donald Trump",45.5,"AtlasIntel","",0,"no"
"3386","REP","Trump",16651,"Donald Trump",41,"TIPP","",0,"no"
"3387","REP","Trump",16651,"Donald Trump",39,"TIPP","",0,"no"
"3388","REP","Trump",16651,"Donald Trump",44,"Morning Consult","",0,"no"
"3389","REP","Trump",16651,"Donald Trump",44,"SoCal Research","",0,"no"
"3390","REP","Trump",16651,"Donald Trump",41,"SoCal Research","",0,"no"
"3391","REP","Trump",16651,"Donald Trump",41,"co/efficient","New Jersey",0,"no"
"3392","REP","Trump",16651,"Donald Trump",45,"Manhattan Institute","Texas",0,"no"
"3393","REP","Trump",16651,"Donald Trump",52,"Manhattan Institute","Texas",0,"yes"
"3394","REP","Trump",16651,"Donald Trump",44,"Morning Consult","",0,"no"
"3395","REP","Trump",16651,"Donald Trump",42,"Change Research","",0,"no"
"3396","REP","Trump",16651,"Donald Trump",40,"Lord Ashcroft Polls","",0,"no"
"3397","REP","Trump",16651,"Donald Trump",37,"Lord Ashcroft Polls","",0,"no"
"3398","REP","Trump",16651,"Donald Trump",41,"Lord Ashcroft Polls","",0,"no"
"3399","REP","Trump",16651,"Donald Trump",38,"Lord Ashcroft Polls","",0,"no"
"3400","REP","Trump",16651,"Donald Trump",43,"Morning Consult","",0,"no"
"3401","REP","Trump",16651,"Donald Trump",51.1,"Torchlight Strategies","Montana",0,"yes"
"3402","REP","Trump",16651,"Donald Trump",49,"EPIC/MRA","Michigan",0,"no"
"3403","REP","Trump",16651,"Donald Trump",42,"EPIC/MRA","Michigan",0,"no"
"3404","REP","Trump",16651,"Donald Trump",36,"PureSpectrum","",0,"no"
"3405","REP","Trump",16651,"Donald Trump",42,"YouGov","",0,"no"
"3406","REP","Trump",16651,"Donald Trump",44,"Morning Consult","",0,"no"
"3407","REP","Trump",16651,"Donald Trump",48,"Siena/NYT","",0,"no"
"3408","REP","Trump",16651,"Donald Trump",48,"Siena/NYT","",0,"no"
"3409","REP","Trump",16651,"Donald Trump",39,"Siena/NYT","",0,"no"
"3410","REP","Trump",16651,"Donald Trump",40,"Siena/NYT","",0,"no"
"3411","REP","Trump",16651,"Donald Trump",41,"Leger","",0,"no"
"3412","REP","Trump",16651,"Donald Trump",38,"Leger","",0,"no"
"3413","REP","Trump",16651,"Donald Trump",44,"Morning Consult","",0,"no"
"3414","REP","Trump",16651,"Donald Trump",49,"Quinnipiac","",0,"no"
"3415","REP","Trump",16651,"Donald Trump",43,"Quinnipiac","",0,"no"
"3416","REP","Trump",16651,"Donald Trump",45.7,"McLaughlin","",0,"no"
"3417","REP","Trump",16651,"Donald Trump",47.3,"McLaughlin","",0,"no"
"3418","REP","Trump",16651,"Donald Trump",40.3,"McLaughlin","",0,"no"
"3419","REP","Trump",16651,"Donald Trump",42.2,"McLaughlin","",0,"no"
"3420","REP","Trump",16651,"Donald Trump",47,"1892 Polling","New Mexico",0,"no"
"3421","REP","Trump",16651,"Donald Trump",42,"1892 Polling","New Mexico",0,"no"
"3422","REP","Trump",16651,"Donald Trump",46,"McLaughlin","",0,"no"
"3423","DEM","Harris",16661,"Kamala Harris",42,"McLaughlin","",1,"no"
"3424","REP","Trump",16651,"Donald Trump",47,"McLaughlin","",0,"no"
"3425","REP","Trump",16651,"Donald Trump",39,"McLaughlin","",0,"no"
"3426","REP","Trump",16651,"Donald Trump",36,"Global Strategy Group","Colorado",0,"no"
"3427","REP","Trump",16651,"Donald Trump",40,"Global Strategy Group","Colorado",0,"no"
"3428","REP","Trump",16651,"Donald Trump",41.9,"YouGov","",0,"no"
"3429","REP","Trump",16651,"Donald Trump",44,"Morning Consult","",0,"no"
"3430","REP","Trump",16651,"Donald Trump",44,"Morning Consult","",0,"no"
"3431","REP","Trump",16651,"Donald Trump",44,"Morning Consult","",0,"no"
"3432","REP","Trump",16651,"Donald Trump",50,"YouGov","",0,"yes"
"3433","REP","Trump",16651,"Donald Trump",51.6,"ActiVote","",0,"yes"
"3434","REP","Trump",16651,"Donald Trump",43.7,"ActiVote","",0,"no"
"3435","REP","Trump",16651,"Donald Trump",30,"PPP","Maryland",0,"no"
"3436","REP","Trump",16651,"Donald Trump",44,"Morning Consult","",0,"no"
"3437","REP","Trump",16651,"Donald Trump",48,"North Star Opinion Research","Arizona",0,"no"
"3438","REP","Trump",16651,"Donald Trump",42,"North Star Opinion Research","Arizona",0,"no"
"3439","REP","Trump",16651,"Donald Trump",46,"Clarity","",0,"no"
"3440","REP","Trump",16651,"Donald Trump",50,"Marquette Law School","Wisconsin",0,"yes"
"3441","REP","Trump",16651,"Donald Trump",49,"Marquette Law School","Wisconsin",0,"no"
"3442","REP","Trump",16651,"Donald Trump",43,"Marquette Law School","Wisconsin",0,"no"
"3443","REP","Trump",16651,"Donald Trump",44,"Marquette Law School","Wisconsin",0,"no"
"3444","REP","Trump",16651,"Donald Trump",42.7,"U. Georgia SPIA","Georgia",0,"no"
"3445","REP","Trump",16651,"Donald Trump",46,"University of Texas at Tyler","Texas",0,"no"
"3446","REP","Trump",16651,"Donald Trump",48,"University of Texas at Tyler","Texas",0,"no"
"3447","REP","Trump",16651,"Donald Trump",46,"University of Texas at Tyler","Texas",0,"no"
"3448","REP","Trump",16651,"Donald Trump",47,"University of Texas at Tyler","Texas",0,"no"
"3449","REP","Trump",16651,"Donald Trump",47,"P2 Insights","Arizona",0,"no"
"3450","REP","Trump",16651,"Donald Trump",45,"P2 Insights","Georgia",0,"no"
"3451","REP","Trump",16651,"Donald Trump",43,"P2 Insights","Michigan",0,"no"
"3452","REP","Trump",16651,"Donald Trump",40,"P2 Insights","Nevada",0,"no"
"3453","REP","Trump",16651,"Donald Trump",45,"P2 Insights","Wisconsin",0,"no"
"3454","REP","Trump",16651,"Donald Trump",56.7,"Emerson","Missouri",0,"yes"
"3455","REP","Trump",16651,"Donald Trump",50.4,"Emerson","Missouri",0,"yes"
"3456","REP","Trump",16651,"Donald Trump",44,"Morning Consult","",0,"no"
"3457","REP","Trump",16651,"Donald Trump",62,"Public Opinion Strategies","North Dakota",0,"yes"
"3458","REP","Trump",16651,"Donald Trump",44,"Bullfinch","Pennsylvania",0,"no"
"3459","REP","Trump",16651,"Donald Trump",42,"YouGov","",0,"no"
"3460","REP","Trump",16651,"Donald Trump",44,"Morning Consult","",0,"no"
"3461","REP","Trump",16651,"Donald Trump",45,"YouGov Blue","",0,"no"
"3462","REP","Trump",16651,"Donald Trump",52,"Emerson","Arizona",0,"yes"
"3463","REP","Trump",16651,"Donald Trump",42.7,"Emerson","Arizona",0,"no"
"3464","REP","Trump",16651,"Donald Trump",49.7,"Emerson","Nevada",0,"no"
"3465","REP","Trump",16651,"Donald Trump",42.1,"Emerson","Nevada",0,"no"
"3466","REP","Trump",16651,"Donald Trump",50.7,"Emerson","Michigan",0,"yes"
"3467","REP","Trump",16651,"Donald Trump",44,"Emerson","Michigan",0,"no"
"3468","REP","Trump",16651,"Donald Trump",49,"Emerson","Minnesota",0,"no"
"3469","REP","Trump",16651,"Donald Trump",41.6,"Emerson","Minnesota",0,"no"
"3470","REP","Trump",16651,"Donald Trump",51.1,"Emerson","Pennsylvania",0,"yes"
"3471","REP","Trump",16651,"Donald Trump",44.8,"Emerson","Pennsylvania",0,"no"
"3472","REP","Trump",16651,"Donald Trump",51.3,"Emerson","Wisconsin",0,"yes"
"3473","REP","Trump",16651,"Donald Trump",43.8,"Emerson","Wisconsin",0,"no"
"3474","REP","Trump",16651,"Donald Trump",52.3,"Emerson","Georgia",0,"yes"
"3475","REP","Trump",16651,"Donald Trump",44.9,"Emerson","Georgia",0,"no"
"3476","REP","Trump",16651,"Donald Trump",48,"Fabrizio/Impact","Nevada",0,"no"
"3477","REP","Trump",16651,"Donald Trump",44,"Fabrizio/Impact","Nevada",0,"no"
"3478","REP","Trump",16651,"Donald Trump",41,"Redfield & Wilton Strategies","",0,"no"
"3479","REP","Trump",16651,"Donald Trump",43,"Morning Consult","",0,"no"
"3480","REP","Trump",16651,"Donald Trump",42,"Beacon/Shaw","",0,"no"
"3481","REP","Trump",16651,"Donald Trump",48,"Beacon/Shaw","",0,"no"
"3482","REP","Trump",16651,"Donald Trump",39,"Siena","New York",0,"no"
"3483","REP","Trump",16651,"Donald Trump",42,"Innovative Research Group","",0,"no"
"3484","REP","Trump",16651,"Donald Trump",43,"Morning Consult","",0,"no"
"3485","REP","Trump",16651,"Donald Trump",41,"SurveyUSA","Minnesota",0,"no"
"3486","REP","Trump",16651,"Donald Trump",43,"Morning Consult","",0,"no"
"3487","REP","Trump",16651,"Donald Trump",41,"PPP","New Mexico",0,"no"
"3488","REP","Trump",16651,"Donald Trump",43,"Morning Consult","",0,"no"
"3489","REP","Trump",16651,"Donald Trump",39,"YouGov","",0,"no"
"3490","REP","Trump",16651,"Donald Trump",50,"Selzer","Iowa",0,"yes"
"3491","REP","Trump",16651,"Donald Trump",33,"Embold Research","Rhode Island",0,"no"
"3492","REP","Trump",16651,"Donald Trump",43,"Morning Consult","",0,"no"
